participant,age,block,trial,lane,is_multi_lane,time_difference_ms,early_late,points,feedback,error_type,keys_pressed,correct_keys,num_presses,had_incorrect_press,first_incorrect_ms
0804_T6_heldown_newtongraphing_constantforce,22,pretest,36,v,FALSE,216.0,Good,2,Good,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,37,v,FALSE,134.42,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,38,v,FALSE,149.72,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,39,v,FALSE,281.79,Good,2,Good,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,40,v,FALSE,165.96,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,41,v,FALSE,131.28,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,42,v,FALSE,152.97,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,43,v,FALSE,-35.01,Great,3,Great,anticipatory_correct,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,44,v,FALSE,759.95,Late,1,Late,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,45,v,FALSE,148.83,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,46,v,FALSE,149.65,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,47,v,FALSE,217.26,Good,2,Good,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,48,v,FALSE,81.67,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,49,v,FALSE,164.39,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,pretest,50,v,FALSE,117.48,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,1,v,FALSE,183.28,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,2,v,FALSE,116.92,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,3,v,FALSE,129.34,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,4,v,FALSE,136.04,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,5,v,FALSE,114.14,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,6,v,FALSE,84.62,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,7,v,FALSE,180.56,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,8,v,FALSE,116.5,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,9,v,FALSE,114.11,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,10,v,FALSE,148.81,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,11,v,FALSE,163.9,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,12,v,FALSE,215.74,Good,2,Good,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,13,v,FALSE,162.5,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,14,v,FALSE,117.58,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,15,v,FALSE,99.13,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,16,v,FALSE,99.65,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,17,v,FALSE,148.19,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,18,v,FALSE,83.85,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,19,v,FALSE,133.14,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,20,v,FALSE,116.98,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,21,v,FALSE,116.52,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,22,v,FALSE,114.76,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,23,v,FALSE,133.55,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,24,v,FALSE,133.0,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,25,v,FALSE,66.18,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,26,v,FALSE,135.04,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,27,v,FALSE,115.98,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,28,v,FALSE,149.35,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,29,v,FALSE,114.85,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,30,v,FALSE,133.49,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,31,v,FALSE,116.48,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,32,v,FALSE,150.19,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,33,v,FALSE,163.68,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,34,v,FALSE,98.74,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,35,v,FALSE,546.53,Late,1,Late,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,36,v,FALSE,147.05,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,37,v,FALSE,163.69,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,38,v,FALSE,144.9,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,39,v,FALSE,164.76,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,40,v,FALSE,116.37,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,41,v,FALSE,134.13,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,42,v,FALSE,133.41,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,43,v,FALSE,147.33,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,44,v,FALSE,181.48,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,45,v,FALSE,165.08,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,46,v,FALSE,165.1,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,47,v,FALSE,148.6,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,48,v,FALSE,64.19,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,49,v,FALSE,510.27,Late,1,Late,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,50,v,FALSE,135.15,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,51,v,FALSE,100.89,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,52,v,FALSE,100.88,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,53,v,FALSE,463.13,Good,2,Good,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,54,v,FALSE,98.8,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,55,v,FALSE,130.97,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,56,v,FALSE,132.68,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,57,v,FALSE,144.4,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,58,v,FALSE,164.66,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,59,v,FALSE,315.24,Good,2,Good,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,60,v,FALSE,181.18,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,61,v,FALSE,150.17,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,62,v,FALSE,133.06,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,63,v,FALSE,182.23,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,64,v,FALSE,180.2,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,65,v,FALSE,166.77,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,66,v,FALSE,148.59,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,67,v,FALSE,136.5,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,68,v,FALSE,133.01,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,69,v,FALSE,131.52,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,70,v,FALSE,148.97,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,71,v,FALSE,113.76,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,72,v,FALSE,493.83,Good,2,Good,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,73,v,FALSE,147.61,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,74,v,FALSE,135.0,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,75,v,FALSE,67.37,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,76,v,FALSE,196.35,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,77,v,FALSE,133.48,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,78,v,FALSE,166.1,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,79,v,FALSE,145.98,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,80,v,FALSE,167.55,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,81,v,FALSE,129.16,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,82,v,FALSE,98.97,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,83,v,FALSE,131.79,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,84,v,FALSE,146.01,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,85,v,FALSE,116.08,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,86,v,FALSE,152.82,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,87,v,FALSE,149.84,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,88,v,FALSE,164.04,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,89,v,FALSE,146.24,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,90,v,FALSE,99.7,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,91,v,FALSE,99.58,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,92,v,FALSE,414.81,Good,2,Good,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,93,v,FALSE,49.21,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,94,v,FALSE,97.58,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,95,v,FALSE,100.76,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,96,v,FALSE,100.38,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,97,v,FALSE,149.32,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,98,v,FALSE,116.1,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,99,v,FALSE,164.08,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,100,v,FALSE,80.81,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,101,v,FALSE,144.84,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,102,v,FALSE,150.5,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,103,v,FALSE,165.5,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,104,v,FALSE,133.53,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,105,v,FALSE,134.66,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,106,v,FALSE,133.48,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,107,v,FALSE,100.95,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,108,v,FALSE,114.86,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,109,v,FALSE,118.36,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,110,v,FALSE,115.82,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,111,v,FALSE,114.38,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,112,v,FALSE,130.59,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,113,v,FALSE,148.13,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,114,v,FALSE,131.28,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,115,v,FALSE,168.81,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,116,v,FALSE,131.58,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,117,v,FALSE,151.65,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,118,v,FALSE,132.12,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,119,v,FALSE,146.13,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,120,v,FALSE,148.1,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,121,v,FALSE,99.4,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,122,v,FALSE,150.67,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,123,v,FALSE,115.04,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,124,v,FALSE,114.57,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,125,v,FALSE,113.58,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,126,v,FALSE,131.46,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,127,v,FALSE,133.45,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,128,v,FALSE,97.03,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,129,v,FALSE,149.26,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,130,v,FALSE,129.97,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,131,v,FALSE,131.89,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,132,v,FALSE,132.73,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,133,v,FALSE,130.55,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,134,v,FALSE,147.19,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,135,v,FALSE,130.25,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,136,v,FALSE,97.39,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,137,v,FALSE,103.09,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,138,v,FALSE,132.77,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,139,v,FALSE,128.5,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,140,v,FALSE,99.1,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,141,v,FALSE,148.72,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,142,v,FALSE,82.8,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,143,v,FALSE,114.33,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,144,v,FALSE,133.01,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,145,v,FALSE,65.78,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,146,v,FALSE,165.52,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,147,v,FALSE,65.87,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,148,v,FALSE,100.25,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,149,v,FALSE,116.26,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,150,v,FALSE,82.43,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,151,v,FALSE,116.58,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,152,v,FALSE,148.2,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,153,v,FALSE,114.07,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,154,v,FALSE,132.75,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,155,v,FALSE,48.7,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,156,v,FALSE,113.36,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,157,v,FALSE,50.51,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,158,v,FALSE,101.46,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,159,v,FALSE,128.44,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,160,v,FALSE,133.87,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,161,v,FALSE,132.95,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,162,v,FALSE,131.45,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,163,v,FALSE,116.09,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,164,v,FALSE,132.48,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,165,v,FALSE,98.09,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,166,v,FALSE,99.75,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,167,v,FALSE,83.26,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,168,v,FALSE,116.87,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,169,v,FALSE,116.74,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,170,v,FALSE,96.99,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,171,v,FALSE,135.53,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,172,v,FALSE,133.46,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,173,v,FALSE,129.02,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,174,v,FALSE,115.3,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,175,v,FALSE,99.99,Great,3,Great,,v,v,1,FALSE,
0804_T6_heldown_newtongraphing_constantforce,22,main,176,v,FALSE,131.97,Great,3,Great,,v,v,1,FALSE,
